date,symbol,open,close,low,high,volume
2020-05-09 03-PM,BTCUSDT,9698.04,9688.62,9627.03,9700,26525110.16
2020-05-09 02-PM,BTCUSDT,9717.99,9698.04,9665,9719.22,23716495.39
2020-05-09 01-PM,BTCUSDT,9670.57,9717.99,9618.79,9718,22717532.48
2020-05-09 12-PM,BTCUSDT,9638.85,9670.57,9600.6,9693.74,28587712.8
2020-05-09 11-AM,BTCUSDT,9628.98,9638.85,9520,9659.51,48577187.29
2020-05-09 10-AM,BTCUSDT,9693.25,9628.98,9560,9694.7,39758862.2
2020-05-09 09-AM,BTCUSDT,9677.25,9693.25,9645.08,9718.97,34619469.41
2020-05-09 08-AM,BTCUSDT,9592.77,9677.25,9590.7,9699,39926482.33
2020-05-09 07-AM,BTCUSDT,9697.55,9592.77,9561,9741.13,72626928.56
2020-05-09 06-AM,BTCUSDT,9830.02,9697.55,9600,9835.77,68163906.37
2020-05-09 05-AM,BTCUSDT,9830.23,9830.02,9752,9840.16,26934007.84
2020-05-09 04-AM,BTCUSDT,9863.02,9830.23,9780.05,9878.99,32387024.38
2020-05-09 03-AM,BTCUSDT,9849.33,9863.02,9849.33,9890,13839134.69
2020-05-09 02-AM,BTCUSDT,9853.06,9849.33,9825.53,9874.29,18598822.05
2020-05-09 01-AM,BTCUSDT,9868.79,9853.06,9842.92,9914.25,23248394.12
2020-05-09 12-AM,BTCUSDT,9800.01,9868.79,9728.46,9886.33,52641225.74
2020-05-08 11-PM,BTCUSDT,9873.95,9800.01,9780,9920.36,63140321.95
2020-05-08 10-PM,BTCUSDT,9996,9873.95,9845,10000.52,42435410.14
2020-05-08 09-PM,BTCUSDT,9980,9996,9956,9998.48,19417412.38
2020-05-08 08-PM,BTCUSDT,9945.99,9980,9922.71,9985.58,21656705.98
2020-05-08 07-PM,BTCUSDT,9888.94,9945.99,9860.52,9963.93,28192525.35
2020-05-08 06-PM,BTCUSDT,9962.92,9888.94,9866.88,9978.1,30506903.16
2020-05-08 05-PM,BTCUSDT,9973.23,9962.92,9922.24,9979.94,30958258.19
2020-05-08 04-PM,BTCUSDT,9941.21,9973.23,9913.59,9995,43048490.68
2020-05-08 03-PM,BTCUSDT,9954.99,9941.21,9912,10006.98,74646965.42
2020-05-08 02-PM,BTCUSDT,9883.06,9954.99,9866.23,9986.45,52645412.6
2020-05-08 01-PM,BTCUSDT,9829.12,9883.06,9817,9895,23190499.88
2020-05-08 12-PM,BTCUSDT,9899.75,9829.12,9780,9925,49584278.05
2020-05-08 11-AM,BTCUSDT,9953.09,9899.75,9874,9953.09,40484128.34
2020-05-08 10-AM,BTCUSDT,9833.4,9953.09,9818.01,9964.99,40621142.03
2020-05-08 09-AM,BTCUSDT,9859.9,9833.4,9813.28,9873.54,24552102.3
2020-05-08 08-AM,BTCUSDT,9810.14,9859.9,9807.98,9900,39187040.26
2020-05-08 07-AM,BTCUSDT,9766.68,9810.14,9705,9827.83,57502061.04
2020-05-08 06-AM,BTCUSDT,9866.14,9766.68,9745.61,9869.18,60049843.61
2020-05-08 05-AM,BTCUSDT,9907.37,9866.14,9805,9919,35525780.19
2020-05-08 04-AM,BTCUSDT,9930.69,9907.37,9862.55,9933.94,25062829.49
2020-05-08 03-AM,BTCUSDT,9899.52,9930.69,9822.5,9947.6,37478126.52
2020-05-08 02-AM,BTCUSDT,9987.04,9899.52,9852,9991,43009274.69
2020-05-08 01-AM,BTCUSDT,10019.82,9987.04,9925,10024.96,43040050.71
2020-05-08 12-AM,BTCUSDT,9986.4,10019.82,9845.8,10035.96,71070280.79
2020-05-07 11-PM,BTCUSDT,9892.8,9986.4,9854.45,10067,127925840.64
2020-05-07 10-PM,BTCUSDT,9871.91,9892.8,9820.3,9930,38365019.33
2020-05-07 09-PM,BTCUSDT,9797.34,9871.91,9750.1,9890,35073656.35
2020-05-07 08-PM,BTCUSDT,9863.93,9797.34,9721.01,9895.02,60465528.54
2020-05-07 07-PM,BTCUSDT,9793.47,9863.93,9724.97,9950,96019179.44
2020-05-07 06-PM,BTCUSDT,9832.08,9793.47,9730.36,9855.11,73761434.84
2020-05-07 05-PM,BTCUSDT,9631.03,9832.08,9628.63,9887,202358463.35
2020-05-07 04-PM,BTCUSDT,9515.51,9631.03,9503.34,9634.74,69855791.59
2020-05-07 03-PM,BTCUSDT,9496.49,9515.51,9350,9567.37,87267275.56
2020-05-07 02-PM,BTCUSDT,9486.53,9496.49,9481.63,9537,49105005.78
2020-05-07 01-PM,BTCUSDT,9368.96,9486.53,9304,9590,187787376.35
2020-05-07 12-PM,BTCUSDT,9280.01,9368.96,9262,9374.93,39651070.53
2020-05-07 11-AM,BTCUSDT,9290.48,9280.01,9247.1,9310,20765751.97
2020-05-07 10-AM,BTCUSDT,9312.99,9290.48,9260.8,9323,23420623.18
2020-05-07 09-AM,BTCUSDT,9338.84,9312.99,9265.22,9338.84,22320809.31
2020-05-07 08-AM,BTCUSDT,9309.92,9338.84,9273.01,9340,23113355.17
2020-05-07 07-AM,BTCUSDT,9251.83,9309.92,9235.62,9315,20505493.32
2020-05-07 06-AM,BTCUSDT,9269,9251.83,9242,9304,17066154.18
2020-05-07 05-AM,BTCUSDT,9276.57,9269,9230.9,9312.23,22307868.2
2020-05-07 04-AM,BTCUSDT,9290.39,9276.57,9240.06,9323.51,21754310.9
2020-05-07 03-AM,BTCUSDT,9330.88,9290.39,9252.04,9350,33563015.72
2020-05-07 02-AM,BTCUSDT,9224.51,9330.88,9193.13,9374.93,42257716.16
2020-05-07 01-AM,BTCUSDT,9183.7,9224.51,9183.7,9244.6,28546015.85
2020-05-07 12-AM,BTCUSDT,9142.92,9183.7,9021,9208,66526705.75
2020-05-06 11-PM,BTCUSDT,9357.09,9142.92,9079,9395,80655599.95
2020-05-06 10-PM,BTCUSDT,9276.99,9357.09,9270,9375,46593364.58
2020-05-06 09-PM,BTCUSDT,9236.23,9276.99,9235.82,9287.82,14456661.31
2020-05-06 08-PM,BTCUSDT,9237.73,9236.23,9205.82,9251.33,16683881.11
2020-05-06 07-PM,BTCUSDT,9234.58,9237.73,9222,9284.86,19184436.74
2020-05-06 06-PM,BTCUSDT,9265.77,9234.58,9190.51,9265.77,22921036.28
2020-05-06 05-PM,BTCUSDT,9266.61,9265.77,9224.33,9284,25394571.5
2020-05-06 04-PM,BTCUSDT,9273.39,9266.61,9212,9315.23,38248140.93
2020-05-06 03-PM,BTCUSDT,9230,9273.39,9214.99,9292.92,39656301.0
2020-05-06 02-PM,BTCUSDT,9226.81,9230,9180,9249.23,43219335.74
2020-05-06 01-PM,BTCUSDT,9224.98,9226.81,9125,9273.15,62142486.09
2020-05-06 12-PM,BTCUSDT,9313,9224.98,9207.58,9380,79862545.71
2020-05-06 11-AM,BTCUSDT,9227.21,9313,9192.01,9349,73801144.08
2020-05-06 10-AM,BTCUSDT,9082.59,9227.21,9062,9287.99,161859378.42
2020-05-06 09-AM,BTCUSDT,9040.72,9082.59,9035,9092,29569496.1
2020-05-06 08-AM,BTCUSDT,9018.18,9040.72,8995.93,9097.98,52405626.05
2020-05-06 07-AM,BTCUSDT,9025.5,9018.18,8992.32,9050,22651985.45
2020-05-06 06-AM,BTCUSDT,9007.92,9025.5,9000,9044.13,17202392.7
2020-05-06 05-AM,BTCUSDT,8997.26,9007.92,8980.54,9039,18353421.78
2020-05-06 04-AM,BTCUSDT,8979.73,8997.26,8960.69,9048.8,22234757.45
2020-05-06 03-AM,BTCUSDT,8971.07,8979.73,8951.65,9069,36523341.12
2020-05-06 02-AM,BTCUSDT,8979.9,8971.07,8940.48,8980,10530955.92
2020-05-06 01-AM,BTCUSDT,8947.15,8979.9,8937,8992.64,10050723.21
2020-05-06 12-AM,BTCUSDT,9021.83,8947.15,8906.21,9038,28591925.26
2020-05-05 11-PM,BTCUSDT,8969.83,9021.83,8949.98,9044,27768160.57
2020-05-05 10-PM,BTCUSDT,8960.85,8969.83,8887,8982,20840105.9
2020-05-05 09-PM,BTCUSDT,8938.05,8960.85,8938.04,8999,22596933.87
2020-05-05 08-PM,BTCUSDT,8905,8938.05,8898.67,8964.16,19063328.46
2020-05-05 07-PM,BTCUSDT,8888.91,8905,8873.22,8938,17078677.52
2020-05-05 06-PM,BTCUSDT,8869.44,8888.91,8851.57,8910,13092704.91
2020-05-05 05-PM,BTCUSDT,8872.11,8869.44,8841.01,8933,19475320.29
2020-05-05 04-PM,BTCUSDT,8842.34,8872.11,8818.41,8892.2,21174826.77
2020-05-05 03-PM,BTCUSDT,8880.81,8842.34,8830,8882.99,20020025.52
2020-05-05 02-PM,BTCUSDT,8920,8880.81,8811,8924.99,28803245.97
2020-05-05 01-PM,BTCUSDT,8869.62,8920,8844.63,8950,33067948.83
2020-05-05 12-PM,BTCUSDT,8844.73,8869.62,8806.12,8884.22,24553882.7
2020-05-05 11-AM,BTCUSDT,8848.25,8844.73,8830,8890.95,25532583.13
2020-05-05 10-AM,BTCUSDT,9000.01,8848.25,8760,9001.11,85567654.57
2020-05-05 09-AM,BTCUSDT,9032.57,9000.01,8990.1,9085,29399404.05
2020-05-05 08-AM,BTCUSDT,9013.55,9032.57,8976.36,9040,23431431.14
2020-05-05 07-AM,BTCUSDT,9024.98,9013.55,8998,9068.95,28136656.1
2020-05-05 06-AM,BTCUSDT,9006.45,9024.98,8958,9049.96,29344562.45
2020-05-05 05-AM,BTCUSDT,9043.8,9006.45,8990,9118.58,58692206.54
2020-05-05 04-AM,BTCUSDT,8850,9043.8,8849.97,9085,65228547.01
2020-05-05 03-AM,BTCUSDT,8853.75,8850,8815,8874.87,17650313.24
2020-05-05 02-AM,BTCUSDT,8879.58,8853.75,8822,8886.63,14694719.97
2020-05-05 01-AM,BTCUSDT,8901.65,8879.58,8825.92,8902.99,17246596.49
2020-05-05 12-AM,BTCUSDT,8871.96,8901.65,8840.68,8928.35,20623182.9
2020-05-04 11-PM,BTCUSDT,8869.93,8871.96,8825,8904,22034622.61
2020-05-04 10-PM,BTCUSDT,8936.71,8869.93,8844.37,8950,24825833.88
2020-05-04 09-PM,BTCUSDT,8902.65,8936.71,8875.69,8942.38,19834947.6
2020-05-04 08-PM,BTCUSDT,8830.14,8902.65,8828.07,8926,26876102.88
2020-05-04 07-PM,BTCUSDT,8845.4,8830.14,8806,8881.8,20981763.77
2020-05-04 06-PM,BTCUSDT,8799.54,8845.4,8790,8873,21102498.57
2020-05-04 05-PM,BTCUSDT,8828.96,8799.54,8743.58,8848.13,28271032.81
2020-05-04 04-PM,BTCUSDT,8848,8828.96,8789,8887,36374829.07
2020-05-04 03-PM,BTCUSDT,8780.1,8848,8779.33,8849.19,24895577.86
2020-05-04 02-PM,BTCUSDT,8829.48,8780.1,8776.06,8860,44337537.62
2020-05-04 01-PM,BTCUSDT,8714.58,8829.48,8713.57,8836,40152521.0
2020-05-04 12-PM,BTCUSDT,8672.36,8714.58,8646.52,8748,31814568.16
2020-05-04 11-AM,BTCUSDT,8623.46,8672.36,8617.89,8697.65,20903224.34
2020-05-04 10-AM,BTCUSDT,8630.54,8623.46,8602,8680,23162591.56
2020-05-04 09-AM,BTCUSDT,8691.29,8630.54,8594.26,8696.88,26197953.71
2020-05-04 08-AM,BTCUSDT,8648.41,8691.29,8638.68,8716.8,30924178.49
2020-05-04 07-AM,BTCUSDT,8620.8,8648.41,8569.82,8669,27722383.42
2020-05-04 06-AM,BTCUSDT,8606.11,8620.8,8582.17,8650,24739352.28
2020-05-04 05-AM,BTCUSDT,8687.87,8606.11,8522,8695.95,63981834.03
2020-05-04 04-AM,BTCUSDT,8730.84,8687.87,8621,8741.99,35239679.02
2020-05-04 03-AM,BTCUSDT,8746.7,8730.84,8701,8768.75,15381972.43
2020-05-04 02-AM,BTCUSDT,8693.71,8746.7,8672.67,8780.41,23947192.22
2020-05-04 01-AM,BTCUSDT,8806.18,8693.71,8630.55,8836.42,68479222.59
2020-05-04 12-AM,BTCUSDT,8894.16,8806.18,8770,8936.1,36162398.76
2020-05-03 11-PM,BTCUSDT,8895.7,8894.16,8851.56,8921.76,21001940.92
2020-05-03 10-PM,BTCUSDT,8856,8895.7,8856,8955,30601696.22
2020-05-03 09-PM,BTCUSDT,8843.55,8856,8806,8908.61,15057088.67
2020-05-03 08-PM,BTCUSDT,8872.34,8843.55,8790,8883.97,17797389.25
2020-05-03 07-PM,BTCUSDT,8848.55,8872.34,8843.76,8906,20332847.84
2020-05-03 06-PM,BTCUSDT,8818.29,8848.55,8802,8869,13415840.91
2020-05-03 05-PM,BTCUSDT,8852.14,8818.29,8781.2,8887,21024621.86
2020-05-03 04-PM,BTCUSDT,8813,8852.14,8781.49,8881,26297081.93
2020-05-03 03-PM,BTCUSDT,8767.1,8813,8712,8843,48231334.09
2020-05-03 02-PM,BTCUSDT,8920.82,8767.1,8727,8921.83,60043243.27
2020-05-03 01-PM,BTCUSDT,8958.85,8920.82,8824.67,8960,66694973.14
2020-05-03 12-PM,BTCUSDT,9045.5,8958.85,8853,9094,66014751.09
2020-05-03 11-AM,BTCUSDT,9041.46,9045.5,9019.99,9098.17,16560987.42
2020-05-03 10-AM,BTCUSDT,9104.49,9041.46,8992,9140,32075671.68
2020-05-03 09-AM,BTCUSDT,9033.78,9104.49,9027,9122.44,25969732.61
2020-05-03 08-AM,BTCUSDT,8990.75,9033.78,8966.22,9049.19,17745288.21
2020-05-03 07-AM,BTCUSDT,9003,8990.75,8982,9031.35,22545338.85
2020-05-03 06-AM,BTCUSDT,9096.21,9003,8911.35,9098.43,66556157.65
2020-05-03 05-AM,BTCUSDT,9112.26,9096.21,9080,9130.56,21904317.4
2020-05-03 04-AM,BTCUSDT,9132.95,9112.26,9105.17,9150.23,20419552.79
2020-05-03 03-AM,BTCUSDT,9073.06,9132.95,9072.72,9160,22593375.32
2020-05-03 02-AM,BTCUSDT,9115.52,9073.06,9072.36,9146.62,26140954.96
2020-05-03 01-AM,BTCUSDT,9124.35,9115.52,9055,9200,66442480.6
2020-05-03 12-AM,BTCUSDT,8972.05,9124.35,8937,9150,62960429.26
2020-05-02 11-PM,BTCUSDT,8933.54,8972.05,8921.42,8985,23534920.06
2020-05-02 10-PM,BTCUSDT,8924.93,8933.54,8892.89,8939.99,12615864.01
2020-05-02 09-PM,BTCUSDT,8930.53,8924.93,8883.15,8939,14047345.0
2020-05-02 08-PM,BTCUSDT,8878.11,8930.53,8860,8930.93,15073090.3
2020-05-02 07-PM,BTCUSDT,8866.72,8878.11,8820,8880,16291738.45
2020-05-02 06-PM,BTCUSDT,8971.98,8866.72,8811,8972,52964873.36
2020-05-02 05-PM,BTCUSDT,8980.63,8971.98,8948,8999.98,20906314.54
2020-05-02 04-PM,BTCUSDT,8936.41,8980.63,8918.07,9010,41848047.28
2020-05-02 03-PM,BTCUSDT,8919.51,8936.41,8894,8967.62,33335741.52
2020-05-02 02-PM,BTCUSDT,8899.73,8919.51,8885.97,8950,31420689.14
2020-05-02 01-PM,BTCUSDT,8859.35,8899.73,8850.86,8909.74,18372656.52
2020-05-02 12-PM,BTCUSDT,8834,8859.35,8834,8940,40309038.2
2020-05-02 11-AM,BTCUSDT,8828.23,8834,8828.22,8887,24701413.9
2020-05-02 10-AM,BTCUSDT,8811.9,8828.23,8806.36,8846.62,28568786.44
2020-05-02 09-AM,BTCUSDT,8773.42,8811.9,8772.02,8822.95,12030742.04
2020-05-02 08-AM,BTCUSDT,8799.01,8773.42,8768,8819.14,19958508.48
2020-05-02 07-AM,BTCUSDT,8822.85,8799.01,8783.49,8830,15947508.15
2020-05-02 06-AM,BTCUSDT,8816.42,8822.85,8806.83,8846,16258521.45
2020-05-02 05-AM,BTCUSDT,8818.51,8816.42,8782.62,8832.18,10210033.24
2020-05-02 04-AM,BTCUSDT,8834.08,8818.51,8792,8856.76,14871567.31
2020-05-02 03-AM,BTCUSDT,8812.35,8834.08,8792.95,8856.4,14978887.1
2020-05-02 02-AM,BTCUSDT,8792.17,8812.35,8753,8838.54,13743351.68
2020-05-02 01-AM,BTCUSDT,8827.99,8792.17,8771.03,8829,12919521.8
2020-05-02 12-AM,BTCUSDT,8826.96,8827.99,8762,8843.64,18929699.56
2020-05-01 11-PM,BTCUSDT,8837.15,8826.96,8800.52,8893.43,23355490.89
2020-05-01 10-PM,BTCUSDT,8844.67,8837.15,8796.23,8870,22016079.46
2020-05-01 09-PM,BTCUSDT,8729.04,8844.67,8729.04,8849.99,24450380.54
2020-05-01 08-PM,BTCUSDT,8727.82,8729.04,8663.28,8748.69,20970814.95
2020-05-01 07-PM,BTCUSDT,8733.45,8727.82,8702,8772.71,19592009.77
2020-05-01 06-PM,BTCUSDT,8762.74,8733.45,8721,8780,18993936.02
2020-05-01 05-PM,BTCUSDT,8735.83,8762.74,8687.01,8768.85,29599059.6
2020-05-01 04-PM,BTCUSDT,8726.84,8735.83,8655.31,8765.13,52874957.03
2020-05-01 03-PM,BTCUSDT,8823.17,8726.84,8725,8858.68,40306626.22
2020-05-01 02-PM,BTCUSDT,8792.2,8823.17,8716.28,8840.31,51337021.58
2020-05-01 01-PM,BTCUSDT,8878.53,8792.2,8772.05,8925,55365725.8
2020-05-01 12-PM,BTCUSDT,8995.66,8878.53,8815,9022,92615020.32
2020-05-01 11-AM,BTCUSDT,8900,8995.66,8868,9059.18,87399405.63
2020-05-01 10-AM,BTCUSDT,8845.52,8900,8815.82,8900,37428615.35
2020-05-01 09-AM,BTCUSDT,8794.02,8845.52,8770,8860,31177408.2
2020-05-01 08-AM,BTCUSDT,8767.18,8794.02,8745.01,8798.91,16920391.78
2020-05-01 07-AM,BTCUSDT,8756.9,8767.18,8703.03,8780,30508597.45
2020-05-01 06-AM,BTCUSDT,8815.42,8756.9,8745.93,8815.42,17602896.84
2020-05-01 05-AM,BTCUSDT,8791.59,8815.42,8755.36,8835.7,26892393.31
2020-05-01 04-AM,BTCUSDT,8675.35,8791.59,8674.01,8799.71,22764778.17
2020-05-01 03-AM,BTCUSDT,8726.36,8675.35,8665.26,8738,17723267.93
2020-05-01 02-AM,BTCUSDT,8662.61,8726.36,8644.32,8730,15907238.22
2020-05-01 01-AM,BTCUSDT,8707.51,8662.61,8657.85,8762.04,19789676.94
2020-05-01 12-AM,BTCUSDT,8620,8707.51,8613.56,8739.01,30048334.63
2020-04-30 11-PM,BTCUSDT,8759.77,8620,8573.98,8780,36365483.66
2020-04-30 10-PM,BTCUSDT,8761.92,8759.77,8623,8770,31442181.72
2020-04-30 09-PM,BTCUSDT,8818.36,8761.92,8734.5,8849.8,27174569.17
2020-04-30 08-PM,BTCUSDT,8836.01,8818.36,8655.71,8882.78,50550123.04
2020-04-30 07-PM,BTCUSDT,8669.94,8836.01,8660.04,8859.11,62725324.32
2020-04-30 06-PM,BTCUSDT,8552.22,8669.94,8544.31,8728,81851384.37
2020-04-30 05-PM,BTCUSDT,8689.3,8552.22,8401,8709.89,130973975.8
2020-04-30 04-PM,BTCUSDT,8776.95,8689.3,8627.68,8793,64230681.5
2020-04-30 03-PM,BTCUSDT,8827.97,8776.95,8735,8852.94,39761512.99
2020-04-30 02-PM,BTCUSDT,8853.37,8827.97,8780,8896,39339718.02
2020-04-30 01-PM,BTCUSDT,8759.67,8853.37,8714,8869,54582854.09
2020-04-30 12-PM,BTCUSDT,8839.63,8759.67,8696.55,8915,61611377.15
2020-04-30 11-AM,BTCUSDT,8895.07,8839.63,8825,8959.18,74193754.67
2020-04-30 10-AM,BTCUSDT,8634.15,8895.07,8542.57,8913.79,136387698.74
2020-04-30 09-AM,BTCUSDT,9113.97,8634.15,8631,9124.81,188570856.26
2020-04-30 08-AM,BTCUSDT,9177.01,9113.97,9092.03,9222.91,52772676.12
2020-04-30 07-AM,BTCUSDT,9315.01,9177.01,9015,9335.69,125866472.51
2020-04-30 06-AM,BTCUSDT,9363.13,9315.01,9158.55,9460,132377871.6
2020-04-30 05-AM,BTCUSDT,9154.3,9363.13,9150,9400,95179783.42
2020-04-30 04-AM,BTCUSDT,9288.98,9154.3,9011.54,9289.98,91488881.55
2020-04-30 03-AM,BTCUSDT,8950.06,9288.98,8839.49,9300.87,158384493.19
2020-04-30 02-AM,BTCUSDT,8848.66,8950.06,8817.23,8971.32,41805432.59
2020-04-30 01-AM,BTCUSDT,8815.49,8848.66,8796.15,8870.96,32668530.29
2020-04-30 12-AM,BTCUSDT,8778.57,8815.49,8707.11,8819.78,28978270.7
2020-04-29 11-PM,BTCUSDT,8754.7,8778.57,8706.82,8792.68,29544374.29
2020-04-29 10-PM,BTCUSDT,8852.71,8754.7,8681,8853.65,51453822.9
2020-04-29 09-PM,BTCUSDT,8915.73,8852.71,8750,8932,65152412.51
2020-04-29 08-PM,BTCUSDT,8721.22,8915.73,8695.51,8920.89,59197017.4
2020-04-29 07-PM,BTCUSDT,8624.97,8721.22,8623.89,8779.41,51660988.88
2020-04-29 06-PM,BTCUSDT,8707.49,8624.97,8569.32,8740.81,93509849.18